gene	knum
gene_14563	K10693
gene_14564	K10692
gene_14565	K10691
gene_14566	K10689
gene_14567	K10688
gene_14568	K10687
gene_14569	K10686
gene_14570	K10685
gene_14571	K10684
gene_14572	K10683
gene_14573	K10682
gene_14574	K10681
gene_14575	K10680
gene_14576	K10679
gene_14577	K10678
gene_14578	K10677
gene_14579	K10676
gene_14580	K10675
gene_14581	K10674
gene_14582	K10673
gene_14583	K10672
gene_14584	K10671
gene_14585	K10670
gene_14586	K10669
gene_14587	K10668
gene_14588	K10667
gene_14589	K10666
gene_14590	K10665
gene_14591	K10664
gene_14592	K10663
gene_14593	K10662
gene_14594	K10661
gene_14595	K10660
gene_14596	K10659
gene_14597	K10658
gene_14598	K10657
gene_14599	K10656
gene_14600	K10655
gene_14601	K10654
gene_14602	K10653
gene_14603	K10652
gene_14604	K10651
gene_14605	K10650
gene_14606	K10649
gene_14607	K10648
gene_14608	K10647
gene_14609	K10646
gene_14610	K10645
gene_14611	K10644
gene_14612	K10643
gene_14613	K10642
gene_14614	K10641
gene_14615	K10640
gene_14616	K10639
gene_14617	K10638
gene_14618	K10637
gene_14619	K10636
gene_14620	K10635
gene_14621	K10634
gene_14622	K10633
gene_14623	K10632
gene_14624	K10631
gene_14625	K10630
gene_14626	K10629
gene_14627	K10628
gene_14628	K10627
gene_14629	K10626
gene_14630	K10625
gene_14631	K10624
gene_14632	K10623
gene_14633	K10622
gene_14634	K10621
gene_14635	K10620
gene_14636	K10619
gene_14637	K10618
gene_14638	K10617
gene_14639	K10616
gene_14640	K10615
gene_14641	K10614
gene_14642	K10613
gene_14643	K10612
gene_14644	K10611
gene_14645	K10610
gene_14646	K10609
gene_14647	K10608
gene_14648	K10607
gene_14649	K10606
gene_14650	K10605
gene_14651	K10604
gene_14652	K10603
gene_14653	K10602
gene_14654	K10601
gene_14655	K10600
gene_14656	K10599
gene_14657	K10598
gene_14658	K10597
gene_14659	K10596
gene_14660	K10595
gene_14661	K10594
gene_14662	K10593
gene_14663	K10592
gene_14664	K10591
gene_14665	K10590
gene_14666	K10589
gene_14667	K10588
gene_14668	K10587
gene_14669	K10586
gene_14670	K10585
gene_14671	K10584
gene_14672	K10583
gene_14673	K10582
gene_14674	K10581
gene_14675	K10580
gene_14676	K10579
gene_14677	K10578
gene_14678	K10577
gene_14679	K10576
gene_14680	K10575
gene_14681	K10574
gene_14682	K10573
gene_14683	K10572
gene_14684	K10571
gene_14685	K10570
gene_14686	K10569
gene_14687	K10568
gene_14688	K10567
gene_14689	K10566
gene_14690	K10565
gene_14691	K10564
gene_14692	K10563
gene_14693	K10562
gene_14694	K10561
gene_14695	K10560
gene_14696	K10559
gene_14697	K10558
gene_14698	K10557
gene_14699	K10556
gene_14700	K10555
gene_14701	K10554
gene_14702	K10553
gene_14703	K10552
gene_14704	K10551
gene_14705	K10550
gene_14706	K10549
gene_14707	K10548
gene_14708	K10547
gene_14709	K10546
gene_14710	K10545
gene_14711	K10544
gene_14712	K10543
gene_14713	K10542
gene_14714	K10541
gene_14715	K10540
gene_14716	K10539
gene_14717	K10538
gene_14718	K10537
gene_14719	K10536
gene_14720	K10535
gene_14721	K10534
gene_14722	K10533
gene_14723	K10532
gene_14724	K10531
gene_14725	K10530
gene_14726	K10529
gene_14727	K10528
gene_14728	K10527
gene_14729	K10526
gene_14730	K10525
gene_14731	K10524
gene_14732	K10523
gene_14733	K10522
gene_14734	K10521
gene_14735	K10520
gene_14736	K10519
gene_14737	K10518
gene_14738	K10517
gene_14739	K10516
gene_14740	K10515
gene_14741	K10514
gene_14742	K10513
gene_14743	K10512
gene_14744	K10511
gene_14745	K10510
gene_14746	K10509
gene_14747	K10508
gene_14748	K10507
gene_14749	K10506
gene_14750	K10505
gene_14751	K10504
gene_14752	K10503
gene_14753	K10502
gene_14754	K10501
gene_14755	K10500
gene_14756	K10499
gene_14757	K10498
gene_14758	K10497
gene_14759	K10496
gene_14760	K10495
gene_14761	K10494
gene_14762	K10493
gene_14763	K10492
gene_14764	K10491
gene_14765	K10490
gene_14766	K10489
gene_14767	K10488
gene_14768	K10487
gene_14769	K10486
gene_14770	K10485
gene_14771	K10484
gene_14772	K10483
gene_14773	K10482
gene_14774	K10481
gene_14775	K10480
gene_14776	K10479
gene_14777	K10478
gene_14778	K10477
gene_14779	K10476
gene_14780	K10475
gene_14781	K10474
gene_14782	K10473
gene_14783	K10472
gene_14784	K10471
gene_14785	K10470
gene_14786	K10469
gene_14787	K10468
gene_14788	K10467
gene_14789	K10466
gene_14790	K10465
gene_14791	K10464
gene_14792	K10463
gene_14793	K10462
gene_14794	K10461
gene_14795	K10460
gene_14796	K10459
gene_14797	K10458
gene_14798	K10457
gene_14799	K10456
gene_14800	K10455
gene_14801	K10454
gene_14802	K10453
gene_14803	K10452
gene_14804	K10451
gene_14805	K10450
gene_14806	K10449
gene_14807	K10448
gene_14808	K10447
gene_14809	K10446
gene_14810	K10445
gene_14811	K10444
gene_14812	K10443
gene_14813	K10442
gene_14814	K10441
gene_14815	K10440
gene_14816	K10439
gene_14817	K10438
gene_14818	K10437
gene_14819	K10436
gene_14820	K10435
gene_14821	K10434
gene_14822	K10433
gene_14823	K10432
gene_14824	K10431
gene_14825	K10430
gene_14826	K10429
gene_14827	K10428
gene_14828	K10427
gene_14829	K10426
gene_14830	K10425
gene_14831	K10424
gene_14832	K10423
gene_14833	K10422
gene_14834	K10421
gene_14835	K10420
gene_14836	K10419
gene_14837	K10418
gene_14838	K10417
gene_14839	K10416
gene_14840	K10415
gene_14841	K10414
gene_14842	K10413
gene_14843	K10412
gene_14844	K10411
gene_14845	K10410
gene_14846	K10409
gene_14847	K10408
gene_14848	K10407
gene_14849	K10406
gene_14850	K10405
gene_14851	K10404
gene_14852	K10403
gene_14853	K10402
gene_14854	K10401
gene_14855	K10400
gene_14856	K10399
gene_14857	K10398
gene_14858	K10397
gene_14859	K10396
gene_14860	K10395
gene_14861	K10394
gene_14862	K10393
gene_14863	K10392
gene_14864	K10391
gene_14865	K10390
gene_14866	K10389
gene_14867	K10388
gene_14868	K10387
gene_14869	K10386
gene_14870	K10385
gene_14871	K10384
gene_14872	K10383
gene_14873	K10382
gene_14874	K10381
gene_14875	K10380
gene_14876	K10379
gene_14877	K10378
gene_14878	K10377
gene_14879	K10376
gene_14880	K10375
gene_14881	K10374
gene_14882	K10373
gene_14883	K10372
gene_14884	K10371
gene_14885	K10370
gene_14886	K10369
gene_14887	K10368
gene_14888	K10367
gene_14889	K10366
gene_14890	K10365
gene_14891	K10364
gene_14892	K10363
gene_14893	K10362
gene_14894	K10361
gene_14895	K10360
gene_14896	K10359
gene_14897	K10358
gene_14898	K10357
gene_14899	K10356
gene_14900	K10355
gene_14901	K10354
gene_14902	K10353
gene_14903	K10352
gene_14904	K10351
gene_14905	K10350
gene_14906	K10349
gene_14907	K10348
gene_14908	K10347
gene_14909	K10345
gene_14910	K10344
gene_14911	K10343
gene_14912	K10342
gene_14913	K10341
gene_14914	K10340
gene_14915	K10339
gene_14916	K10338
gene_14917	K10337
gene_14918	K10336
gene_14919	K10335
gene_14920	K10334
gene_14921	K10333
gene_14922	K10332
gene_14923	K10331
gene_14924	K10330
gene_14925	K10329
gene_14926	K10328
gene_14927	K10327
gene_14928	K10326
gene_14929	K10325
gene_14930	K10324
gene_14931	K10323
gene_14932	K10321
gene_14933	K10320
gene_14934	K10319
gene_14935	K10318
gene_14936	K10317
gene_14937	K10316
gene_14938	K10315
gene_14939	K10314
gene_14940	K10313
gene_14941	K10312
gene_14942	K10311
gene_14943	K10310
gene_14944	K10308
gene_14945	K10307
gene_14946	K10306
gene_14947	K10305
gene_14948	K10304
gene_14949	K10303
gene_14950	K10302
gene_14951	K10301
gene_14952	K10300
gene_14953	K10299
gene_14954	K10298
gene_14955	K10297
gene_14956	K10296
gene_14957	K10295
gene_14958	K10294
gene_14959	K10293
gene_14960	K10292
gene_14961	K10291
gene_14962	K10290
gene_14963	K10289
gene_14964	K10288
gene_14965	K10287
gene_14966	K10285
gene_14967	K10284
gene_14968	K10283
gene_14969	K10282
gene_14970	K10281
gene_14971	K10280
gene_14972	K10279
gene_14973	K10278
gene_14974	K10277
gene_14975	K10276
gene_14976	K10275
gene_14977	K10274
gene_14978	K10273
gene_14979	K10272
gene_14980	K10271
gene_14981	K10270
gene_14982	K10269
gene_14983	K10268
gene_14984	K10267
gene_14985	K10266
gene_14986	K10265
gene_14987	K10264
gene_14988	K10263
gene_14989	K10262
gene_14990	K10261
gene_14991	K10260
gene_14992	K10259
gene_14993	K10258
gene_14994	K10257
gene_14995	K10256
gene_14996	K10255
gene_14997	K10254
gene_14998	K10253
gene_14999	K10252
gene_15000	K10251
gene_15001	K10250
gene_15002	K10249
gene_15003	K10248
gene_15004	K10247
gene_15005	K10246
gene_15006	K10245
gene_15007	K10244
gene_15008	K10242
gene_15009	K10241
gene_15010	K10240
gene_15011	K10238
gene_15012	K10237
gene_15013	K10236
gene_15014	K10235
gene_15015	K10234
gene_15016	K10233
gene_15017	K10232
gene_15018	K10231
gene_15019	K10229
gene_15020	K10228
gene_15021	K10227
gene_15022	K10226
gene_15023	K10225
gene_15024	K10224
gene_15025	K10223
gene_15026	K10222
gene_15027	K10221
gene_15028	K10220
gene_15029	K10219
gene_15030	K10218
gene_15031	K10217
gene_15032	K10216
gene_15033	K10215
gene_15034	K10214
gene_15035	K10213
gene_15036	K10212
gene_15037	K10211
gene_15038	K10210
gene_15039	K10209
gene_15040	K10208
gene_15041	K10207
gene_15042	K10206
gene_15043	K10205
gene_15044	K10203
gene_15045	K10202
gene_15046	K10201
gene_15047	K10200
gene_15048	K10199
gene_15049	K10198
gene_15050	K10197
gene_15051	K10196
gene_15052	K10195
gene_15053	K10194
gene_15054	K10193
gene_15055	K10192
gene_15056	K10191
gene_15057	K10190
gene_15058	K10189
gene_15059	K10188
gene_15060	K10187
gene_15061	K10186
gene_15062	K10185
gene_15063	K10184
gene_15064	K10183
gene_15065	K10182
gene_15066	K10181
gene_15067	K10180
gene_15068	K10179
gene_15069	K10178
gene_15070	K10177
gene_15071	K10176
gene_15072	K10175
gene_15073	K10174
gene_15074	K10173
gene_15075	K10172
gene_15076	K10171
gene_15077	K10170
gene_15078	K10169
gene_15079	K10168
gene_15080	K10167
gene_15081	K10166
gene_15082	K10165
gene_15083	K10164
gene_15084	K10163
gene_15085	K10162
gene_15086	K10161
gene_15087	K10160
gene_15088	K10159
gene_15089	K10158
gene_15090	K10157
gene_15091	K10156
gene_15092	K10155
gene_15093	K10154
gene_15094	K10153
gene_15095	K10152
gene_15096	K10151
gene_15097	K10150
gene_15098	K10149
gene_15099	K10148
gene_15100	K10147
gene_15101	K10146
gene_15102	K10145
gene_15103	K10144
gene_15104	K10143
gene_15105	K10142
gene_15106	K10141
gene_15107	K10140
gene_15108	K10139
gene_15109	K10138
gene_15110	K10137
gene_15111	K10136
gene_15112	K10135
gene_15113	K10134
gene_15114	K10133
gene_15115	K10132
gene_15116	K10131
gene_15117	K10130
gene_15118	K10129
gene_15119	K10128
gene_15120	K10127
gene_15121	K10126
gene_15122	K10125
gene_15123	K10124
gene_15124	K10123
gene_15125	K10122
gene_15126	K10121
gene_15127	K10120
gene_15128	K10119
gene_15129	K10118
gene_15130	K10117
gene_15131	K10112
gene_15132	K10111
gene_15133	K10110
gene_15134	K10109
gene_15135	K10108
gene_15136	K10107
gene_15137	K10106
gene_15138	K10105
gene_15139	K10104
gene_15140	K10103
gene_15141	K10102
gene_15142	K10101
gene_15143	K10100
gene_15144	K10099
gene_15145	K10098
gene_15146	K10097
gene_15147	K10096
gene_15148	K10095
gene_15149	K10094
gene_15150	K10093
gene_15151	K10092
gene_15152	K10091
gene_15153	K10090
gene_15154	K10089
gene_15155	K10088
gene_15156	K10087
gene_15157	K10086
gene_15158	K10085
gene_15159	K10084
gene_15160	K10083
gene_15161	K10082
gene_15162	K10081
gene_15163	K10080
gene_15164	K10079
gene_15165	K10078
gene_15166	K10077
gene_15167	K10076
gene_15168	K10075
gene_15169	K10074
gene_15170	K10073
gene_15171	K10072
gene_15172	K10071
gene_15173	K10070
gene_15174	K10069
gene_15175	K10068
gene_15176	K10067
gene_15177	K10066
gene_15178	K10065
gene_15179	K10064
gene_15180	K10063
gene_15181	K10062
gene_15182	K10061
gene_15183	K10060
gene_15184	K10059
gene_15185	K10058
gene_15186	K10057
gene_15187	K10056
gene_15188	K10055
gene_15189	K10054
gene_15190	K10053
gene_15191	K10052
gene_15192	K10051
gene_15193	K10050
gene_15194	K10049
gene_15195	K10048
gene_15196	K10047
gene_15197	K10046
gene_15198	K10045
gene_15199	K10044
gene_15200	K10043
gene_15201	K10042
gene_15202	K10041
gene_15203	K10040
gene_15204	K10039
gene_15205	K10038
gene_15206	K10037
gene_15207	K10036
gene_15208	K10035
gene_15209	K10034
gene_15210	K10033
gene_15211	K10032
gene_15212	K10031
gene_15213	K10030
gene_15214	K10029
gene_15215	K10028
gene_15216	K10027
gene_15217	K10026
gene_15218	K10025
gene_15219	K10024
gene_15220	K10023
gene_15221	K10022
gene_15222	K10021
gene_15223	K10020
gene_15224	K10019
gene_15225	K10018
gene_15226	K10017
gene_15227	K10016
gene_15228	K10015
gene_15229	K10014
gene_15230	K10013
gene_15231	K10012
gene_15232	K10011
gene_15233	K10010
gene_15234	K10009
gene_15235	K10008
gene_15236	K10007
gene_15237	K10006
gene_15238	K10005
gene_15239	K10004
gene_15240	K10003
gene_15241	K10002
gene_15242	K10001
gene_15243	K10000
gene_15244	K09999
gene_15245	K09998
gene_15246	K09997
gene_15247	K09996
gene_15248	K09995
gene_15249	K09994
gene_15250	K09993
gene_15251	K09992
gene_15252	K09991
gene_15253	K09990
gene_15254	K09989
gene_15255	K09988
gene_15256	K09987
gene_15257	K09986
gene_15258	K09985
gene_15259	K09984
gene_15260	K09983
gene_15261	K09982
gene_15262	K09981
gene_15263	K09980
gene_15264	K09979
gene_15265	K09978
gene_15266	K09977
gene_15267	K09976
gene_15268	K09975
gene_15269	K09974
gene_15270	K09973
gene_15271	K09972
gene_15272	K09971
gene_15273	K09970
gene_15274	K09969
gene_15275	K09968
gene_15276	K09967
gene_15277	K09966
gene_15278	K09965
gene_15279	K09964
gene_15280	K09963
gene_15281	K09962
gene_15282	K09961
gene_15283	K09960
gene_15284	K09959
gene_15285	K09958
gene_15286	K09957
gene_15287	K09956
gene_15288	K09955
gene_15289	K09954
gene_15290	K09953
gene_15291	K09952
gene_15292	K09951
gene_15293	K09950
gene_15294	K09949
gene_15295	K09948
gene_15296	K09947
gene_15297	K09946
gene_15298	K09945
gene_15299	K09944
gene_15300	K09943
gene_15301	K09942
gene_15302	K09941
gene_15303	K09940
gene_15304	K09939
gene_15305	K09938
gene_15306	K09937
gene_15307	K09936
gene_15308	K09935
gene_15309	K09934
gene_15310	K09933
gene_15311	K09932
gene_15312	K09931
gene_15313	K09930
gene_15314	K09929
gene_15315	K09928
gene_15316	K09927
gene_15317	K09926
gene_15318	K09925
gene_15319	K09924
gene_15320	K09923
gene_15321	K09922
gene_15322	K09921
gene_15323	K09920
gene_15324	K09919
gene_15325	K09918
gene_15326	K09917
gene_15327	K09916
gene_15328	K09915
gene_15329	K09914
gene_15330	K09913
gene_15331	K09912
gene_15332	K09911
gene_15333	K09910
gene_15334	K09909
gene_15335	K09908
gene_15336	K09907
gene_15337	K09906
gene_15338	K09905
gene_15339	K09904
gene_15340	K09903
gene_15341	K09902
gene_15342	K09901
gene_15343	K09900
gene_15344	K09899
gene_15345	K09898
gene_15346	K09897
gene_15347	K09896
gene_15348	K09895
gene_15349	K09894
gene_15350	K09893
gene_15351	K09892
gene_15352	K09891
gene_15353	K09890
gene_15354	K09889
gene_15355	K09888
gene_15356	K09887
gene_15357	K09886
gene_15358	K09885
gene_15359	K09884
gene_15360	K09883
gene_15361	K09882
gene_15362	K09881
gene_15363	K09880
gene_15364	K09879
gene_15365	K09878
gene_15366	K09877
gene_15367	K09876
gene_15368	K09875
gene_15369	K09874
gene_15370	K09873
gene_15371	K09872
gene_15372	K09871
gene_15373	K09870
gene_15374	K09869
gene_15375	K09868
gene_15376	K09867
gene_15377	K09866
gene_15378	K09865
gene_15379	K09864
gene_15380	K09863
gene_15381	K09862
gene_15382	K09861
gene_15383	K09860
gene_15384	K09859
gene_15385	K09858
gene_15386	K09857
gene_15387	K09856
gene_15388	K09855
gene_15389	K09854
gene_15390	K09852
gene_15391	K09851
gene_15392	K09850
gene_15393	K09849
gene_15394	K09848
gene_15395	K09847
gene_15396	K09846
gene_15397	K09845
gene_15398	K09844
gene_15399	K09843
gene_15400	K09842
gene_15401	K09841
gene_15402	K09840
gene_15403	K09839
gene_15404	K09838
gene_15405	K09837
gene_15406	K09836
gene_15407	K09835
gene_15408	K09834
gene_15409	K09833
gene_15410	K09832
gene_15411	K09831
gene_15412	K09829
gene_15413	K09828
gene_15414	K09827
gene_15415	K09826
gene_15416	K09825
gene_15417	K09824
gene_15418	K09823
gene_15419	K09822
gene_15420	K09821
gene_15421	K09820
gene_15422	K09819
gene_15423	K09818
gene_15424	K09817
gene_15425	K09816
gene_15426	K09815
gene_15427	K09814
gene_15428	K09813
gene_15429	K09812
gene_15430	K09811
gene_15431	K09810
gene_15432	K09809
gene_15433	K09808
gene_15434	K09807
gene_15435	K09806
gene_15436	K09805
gene_15437	K09804
gene_15438	K09803
gene_15439	K09802
gene_15440	K09801
gene_15441	K09800
gene_15442	K09799
gene_15443	K09798
gene_15444	K09797
gene_15445	K09796
gene_15446	K09795
gene_15447	K09794
gene_15448	K09793
gene_15449	K09792
gene_15450	K09791
gene_15451	K09790
gene_15452	K09789
gene_15453	K09788
gene_15454	K09787
gene_15455	K09786
gene_15456	K09785
gene_15457	K09784
gene_15458	K09783
gene_15459	K09782
gene_15460	K09781
gene_15461	K09780
gene_15462	K09779
gene_15463	K09778
gene_15464	K09777
gene_15465	K09776
gene_15466	K09775
gene_15467	K09774
gene_15468	K09773
gene_15469	K09772
gene_15470	K09771
gene_15471	K09770
gene_15472	K09769
gene_15473	K09768
gene_15474	K09767
gene_15475	K09766
gene_15476	K09765
gene_15477	K09764
gene_15478	K09763
gene_15479	K09762
gene_15480	K09761
gene_15481	K09760
gene_15482	K09759
gene_15483	K09758
gene_15484	K09757
gene_15485	K09756
gene_15486	K09755
gene_15487	K09754
gene_15488	K09753
gene_15489	K09752
gene_15490	K09751
gene_15491	K09750
gene_15492	K09749
gene_15493	K09748
gene_15494	K09747
gene_15495	K09746
gene_15496	K09745
gene_15497	K09744
gene_15498	K09743
gene_15499	K09742
gene_15500	K09741
gene_15501	K09740
gene_15502	K09739
gene_15503	K09738
gene_15504	K09737
gene_15505	K09736
gene_15506	K09735
gene_15507	K09733
gene_15508	K09732
gene_15509	K09731
gene_15510	K09730
gene_15511	K09729
gene_15512	K09728
gene_15513	K09727
gene_15514	K09726
gene_15515	K09725
gene_15516	K09724
gene_15517	K09723
gene_15518	K09722
gene_15519	K09721
gene_15520	K09720
gene_15521	K09719
gene_15522	K09718
gene_15523	K09717
gene_15524	K09716
gene_15525	K09715
gene_15526	K09714
gene_15527	K09713
gene_15528	K09712
gene_15529	K09711
gene_15530	K09710
gene_15531	K09709
gene_15532	K09708
gene_15533	K09707
gene_15534	K09706
gene_15535	K09705
gene_15536	K09704
gene_15537	K09703
gene_15538	K09702
gene_15539	K09701
gene_15540	K09700
gene_15541	K09699
gene_15542	K09698
gene_15543	K09697
gene_15544	K09696
gene_15545	K09695
gene_15546	K09694
gene_15547	K09693
gene_15548	K09692
gene_15549	K09691
gene_15550	K09690
gene_15551	K09689
gene_15552	K09688
gene_15553	K09685
gene_15554	K09684
gene_15555	K09683
gene_15556	K09682
gene_15557	K09681
gene_15558	K09680
gene_15559	K09679
gene_15560	K09678
gene_15561	K09677
gene_15562	K09676
gene_15563	K09675
gene_15564	K09674
gene_15565	K09673
gene_15566	K09672
gene_15567	K09671
gene_15568	K09670
gene_15569	K09669
gene_15570	K09668
gene_15571	K09667
gene_15572	K09666
gene_15573	K09665
gene_15574	K09664
gene_15575	K09663
gene_15576	K09662
gene_15577	K09661
gene_15578	K09660
gene_15579	K09659
gene_15580	K09658
gene_15581	K09657
gene_15582	K09656
gene_15583	K09655
gene_15584	K09654
gene_15585	K09653
gene_15586	K09652
gene_15587	K09651
gene_15588	K09650
gene_15589	K09649
gene_15590	K09648
gene_15591	K09647
gene_15592	K09646
gene_15593	K09645
gene_15594	K09644
gene_15595	K09643
gene_15596	K09642
gene_15597	K09641
gene_15598	K09640
gene_15599	K09639
gene_15600	K09638
gene_15601	K09637
gene_15602	K09636
gene_15603	K09635
gene_15604	K09634
gene_15605	K09633
gene_15606	K09632
gene_15607	K09631
gene_15608	K09630
gene_15609	K09629
gene_15610	K09628
gene_15611	K09627
gene_15612	K09626
gene_15613	K09625
gene_15614	K09624
gene_15615	K09623
gene_15616	K09622
gene_15617	K09621
gene_15618	K09620
gene_15619	K09619
gene_15620	K09618
gene_15621	K09617
gene_15622	K09616
gene_15623	K09615
gene_15624	K09614
gene_15625	K09613
gene_15626	K09612
gene_15627	K09611
gene_15628	K09610
gene_15629	K09609
gene_15630	K09608
gene_15631	K09607
gene_15632	K09606
gene_15633	K09605
gene_15634	K09604
gene_15635	K09603
gene_15636	K09602
gene_15637	K09601
gene_15638	K09600
gene_15639	K09599
gene_15640	K09598
gene_15641	K09597
gene_15642	K09596
gene_15643	K09595
gene_15644	K09594
gene_15645	K09593
gene_15646	K09592
gene_15647	K09591
gene_15648	K09590
gene_15649	K09589
gene_15650	K09588
gene_15651	K09587
gene_15652	K09586
gene_15653	K09585
gene_15654	K09584
gene_15655	K09583
gene_15656	K09582
gene_15657	K09581
gene_15658	K09580
gene_15659	K09579
gene_15660	K09578
gene_15661	K09577
gene_15662	K09576
gene_15663	K09575
gene_15664	K09574
gene_15665	K09573
gene_15666	K09572
gene_15667	K09571
gene_15668	K09570
gene_15669	K09569
gene_15670	K09568
gene_15671	K09567
gene_15672	K09566
gene_15673	K09565
gene_15674	K09564
gene_15675	K09563
gene_15676	K09562
gene_15677	K09561
gene_15678	K09560
gene_15679	K09559
gene_15680	K09558
gene_15681	K09557
gene_15682	K09556
gene_15683	K09555
gene_15684	K09554
gene_15685	K09553
gene_15686	K09552
gene_15687	K09551
gene_15688	K09550
gene_15689	K09549
gene_15690	K09548
gene_15691	K09547
gene_15692	K09546
gene_15693	K09545
gene_15694	K09544
gene_15695	K09543
gene_15696	K09542
gene_15697	K09541
gene_15698	K09540
gene_15699	K09539
gene_15700	K09538
gene_15701	K09537
gene_15702	K09536
gene_15703	K09535
gene_15704	K09534
gene_15705	K09533
gene_15706	K09532
gene_15707	K09531
gene_15708	K09530
gene_15709	K09529
gene_15710	K09528
gene_15711	K09527
gene_15712	K09526
gene_15713	K09525
gene_15714	K09524
gene_15715	K09523
gene_15716	K09522
gene_15717	K09521
gene_15718	K09520
gene_15719	K09519
gene_15720	K09518
gene_15721	K09517
gene_15722	K09516
gene_15723	K09515
gene_15724	K09514
gene_15725	K09513
gene_15726	K09512
gene_15727	K09511
gene_15728	K09510
gene_15729	K09509
gene_15730	K09508
gene_15731	K09507
gene_15732	K09506
gene_15733	K09505
gene_15734	K09504
gene_15735	K09503
gene_15736	K09502
gene_15737	K09501
gene_15738	K09500
gene_15739	K09499
gene_15740	K09498
gene_15741	K09497
gene_15742	K09496
gene_15743	K09495
gene_15744	K09494
gene_15745	K09493
gene_15746	K09492
gene_15747	K09491
gene_15748	K09490
gene_15749	K09489
gene_15750	K09488
gene_15751	K09487
gene_15752	K09486
gene_15753	K09485
gene_15754	K09484
gene_15755	K09483
gene_15756	K09482
gene_15757	K09481
gene_15758	K09480
gene_15759	K09479
gene_15760	K09478
gene_15761	K09477
gene_15762	K09476
gene_15763	K09475
gene_15764	K09474
gene_15765	K09473
gene_15766	K09472
gene_15767	K09471
gene_15768	K09470
gene_15769	K09469
gene_15770	K09468
gene_15771	K09467
gene_15772	K09466
gene_15773	K09465
gene_15774	K09464
gene_15775	K09463
gene_15776	K09462
gene_15777	K09461
gene_15778	K09460
gene_15779	K09459
gene_15780	K09458
gene_15781	K09457
gene_15782	K09456
gene_15783	K09455
gene_15784	K09454
gene_15785	K09453
gene_15786	K09452
gene_15787	K09451
gene_15788	K09448
gene_15789	K09447
gene_15790	K09446
gene_15791	K09445
gene_15792	K09444
gene_15793	K09443
gene_15794	K09442
gene_15795	K09441
gene_15796	K09440
gene_15797	K09439
gene_15798	K09438
gene_15799	K09437
gene_15800	K09436
gene_15801	K09435
gene_15802	K09434
gene_15803	K09433
gene_15804	K09432
gene_15805	K09431
gene_15806	K09430
gene_15807	K09429
gene_15808	K09428
gene_15809	K09427
gene_15810	K09426
gene_15811	K09425
gene_15812	K09424
gene_15813	K09423
gene_15814	K09422
gene_15815	K09421
gene_15816	K09420
gene_15817	K09419
gene_15818	K09417
gene_15819	K09416
gene_15820	K09415
gene_15821	K09414
gene_15822	K09413
gene_15823	K09412
gene_15824	K09411
gene_15825	K09410
gene_15826	K09409
gene_15827	K09408
gene_15828	K09407
gene_15829	K09406
gene_15830	K09405
gene_15831	K09404
gene_15832	K09403
gene_15833	K09402
gene_15834	K09401
gene_15835	K09400
gene_15836	K09399
gene_15837	K09398
gene_15838	K09397
gene_15839	K09396
gene_15840	K09395
gene_15841	K09393
gene_15842	K09392
gene_15843	K09391
gene_15844	K09390
gene_15845	K09389
gene_15846	K09388
gene_15847	K09387
gene_15848	K09386
gene_15849	K09385
gene_15850	K09384
gene_15851	K09383
gene_15852	K09382
gene_15853	K09381
gene_15854	K09380
gene_15855	K09379
gene_15856	K09378
gene_15857	K09377
gene_15858	K09375
gene_15859	K09374
gene_15860	K09373
gene_15861	K09372
gene_15862	K09371
gene_15863	K09370
gene_15864	K09368
gene_15865	K09367
gene_15866	K09366
gene_15867	K09365
gene_15868	K09364
gene_15869	K09363
gene_15870	K09362
gene_15871	K09361
gene_15872	K09360
gene_15873	K09359
gene_15874	K09358
gene_15875	K09357
gene_15876	K09356
gene_15877	K09355
gene_15878	K09354
gene_15879	K09353
gene_15880	K09352
gene_15881	K09351
gene_15882	K09350
gene_15883	K09349
gene_15884	K09348
gene_15885	K09347
gene_15886	K09346
gene_15887	K09345
gene_15888	K09344
gene_15889	K09343
gene_15890	K09342
gene_15891	K09341
gene_15892	K09340
gene_15893	K09339
gene_15894	K09338
gene_15895	K09337
gene_15896	K09336
gene_15897	K09335
gene_15898	K09334
gene_15899	K09333
gene_15900	K09332
gene_15901	K09331
gene_15902	K09330
gene_15903	K09329
gene_15904	K09328
gene_15905	K09327
gene_15906	K09326
gene_15907	K09325
gene_15908	K09324
gene_15909	K09323
gene_15910	K09322
gene_15911	K09321
gene_15912	K09320
gene_15913	K09319
gene_15914	K09318
gene_15915	K09317
gene_15916	K09315
gene_15917	K09314
gene_15918	K09313
gene_15919	K09312
gene_15920	K09310
gene_15921	K09309
gene_15922	K09308
gene_15923	K09307
gene_15924	K09306
gene_15925	K09305
gene_15926	K09304
gene_15927	K09303
gene_15928	K09302
gene_15929	K09301
gene_15930	K09300
gene_15931	K09299
gene_15932	K09298
gene_15933	K09297
gene_15934	K09296
gene_15935	K09295
gene_15936	K09294
gene_15937	K09293
gene_15938	K09292
gene_15939	K09291
gene_15940	K09290
gene_15941	K09289
gene_15942	K09288
gene_15943	K09287
gene_15944	K09286
gene_15945	K09285
gene_15946	K09284
gene_15947	K09283
gene_15948	K09282
gene_15949	K09281
gene_15950	K09280
gene_15951	K09279
gene_15952	K09278
gene_15953	K09277
gene_15954	K09276
gene_15955	K09275
gene_15956	K09274
gene_15957	K09273
gene_15958	K09272
gene_15959	K09271
gene_15960	K09270
gene_15961	K09269
