HighestModule	HigherModule	Module	KO
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00896 Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP (7)  (complete 4/4)	K22699
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (5)  (complete 5/5)	K00949
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (5)  (complete 5/5)	K03146
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (5)  (complete 5/5)	K03147
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (5)  (complete 5/5)	K14153
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00897 Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP (5)  (complete 5/5)	K22911
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (5)  (complete 5/5)	K00877
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (5)  (complete 5/5)	K00949
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (5)  (complete 5/5)	K03146
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (5)  (complete 5/5)	K14154
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00898 Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP (5)  (complete 5/5)	K18278
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00899 Thiamine salvage pathway, HMP/HET => TMP (5)  (complete 2/2)	K00788
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00899 Thiamine salvage pathway, HMP/HET => TMP (5)  (complete 2/2)	K00878
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00899 Thiamine salvage pathway, HMP/HET => TMP (5)  (complete 2/2)	K00941
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00899 Thiamine salvage pathway, HMP/HET => TMP (5)  (complete 2/2)	K14153
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00899 Thiamine salvage pathway, HMP/HET => TMP (5)  (complete 2/2)	K21219
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K00082
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K00793
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K00794
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K01497
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K01498
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K02858
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K11752
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K11753
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K14652
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K20860
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K20861
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K20862
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K20884
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K21063
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K21064
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K22912
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD (17)  (complete 7/7)	K22949
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K00793
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K00794
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K00861
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K00953
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K01497
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K02858
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K14654
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00911 Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD (8)  (complete 8/8)	K14655
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P (6)  (complete 6/6)	K00097
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P (6)  (complete 6/6)	K00275
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P (6)  (complete 6/6)	K00831
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P (6)  (complete 6/6)	K03472
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P (6)  (complete 6/6)	K03473
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P (6)  (complete 6/6)	K03474
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00916 Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P (2)  (complete 1/1)	K06215
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00916 Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P (2)  (complete 1/1)	K08681
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K00278
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K00767
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K00969
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K01916
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K01950
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K03517
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K06210
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00115 NAD biosynthesis, aspartate => quinolinate => NAD (8)  (complete 5/5)	K06989
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K00452
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K00453
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K00463
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K00486
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K00767
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K00969
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K01432
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K01556
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K01916
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K01950
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K06210
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K07130
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00912 NAD biosynthesis, tryptophan => quinolinate => NAD (13)  (complete 8/8)	K14263
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19185
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19186
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19187
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19188
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19818
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19819
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19820
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19826
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K19890
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00810 Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde (10)  (complete 5/5)	K20155
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K15359
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K18276
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K19700
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K20158
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K20169
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K20170
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K20171
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00811 Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde (8)  (complete 4/4)	K20172
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K01799
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K13995
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K14974
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K15357
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K18028
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K18029
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00622 Nicotinate degradation, nicotinate => fumarate (7)  (complete 6/6)	K18030
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00119 Pantothenate biosynthesis, valine/L-aspartate => pantothenate (6)  (complete 5/5)	K00077
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00119 Pantothenate biosynthesis, valine/L-aspartate => pantothenate (6)  (complete 5/5)	K00606
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00119 Pantothenate biosynthesis, valine/L-aspartate => pantothenate (6)  (complete 5/5)	K00826
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00119 Pantothenate biosynthesis, valine/L-aspartate => pantothenate (6)  (complete 5/5)	K01579
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00119 Pantothenate biosynthesis, valine/L-aspartate => pantothenate (6)  (complete 5/5)	K01918
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00119 Pantothenate biosynthesis, valine/L-aspartate => pantothenate (6)  (complete 5/5)	K13799
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (5)  (complete 5/5)	K00077
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (5)  (complete 5/5)	K00128
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (5)  (complete 5/5)	K00606
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (5)  (complete 5/5)	K01918
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00913 Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate (5)  (complete 5/5)	K13367
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K00859
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K00867
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K00954
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K01598
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K01922
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K01947
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K02201
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K02318
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K03525
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K09680
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K13038
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00120 Coenzyme A biosynthesis, pantothenate => CoA (12)  (complete 3/3)	K21977
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K00077
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K00606
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K02201
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K06982
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K09722
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K09735
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00914 Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA (7)  (complete 7/7)	K13038
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K00059
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K00208
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K00647
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K02169
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K02170
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K02372
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K09458
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K09789
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K19560
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00572 Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP (10)  (complete 6/6)	K19561
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin (6)  (complete 3/3)	K00652
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin (6)  (complete 3/3)	K00833
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin (6)  (complete 3/3)	K01012
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin (6)  (complete 3/3)	K01935
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin (6)  (complete 3/3)	K19562
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin (6)  (complete 3/3)	K19563
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (5)  (complete 5/5)	K00652
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (5)  (complete 5/5)	K01012
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (5)  (complete 5/5)	K01935
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (5)  (complete 5/5)	K16593
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00573 Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin (5)  (complete 5/5)	K19563
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (6)  (complete 5/5)	K00652
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (6)  (complete 5/5)	K00833
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (6)  (complete 5/5)	K01012
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (6)  (complete 5/5)	K01906
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (6)  (complete 5/5)	K01935
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00577 Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin (6)  (complete 5/5)	K19563
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00881 Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H (2)  (complete 2/2)	K03644
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00881 Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H (2)  (complete 2/2)	K03801
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00882 Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H (2)  (complete 2/2)	K03644
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00882 Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H (2)  (complete 2/2)	K23735
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (5)  (complete 3/3)	K03644
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (5)  (complete 3/3)	K10105
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (5)  (complete 3/3)	K16869
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (5)  (complete 3/3)	K23734
Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	M00883 Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2 (5)  (complete 3/3)	K23735
